event,emitter_count,listener_count,status,matched_by_pattern,emitters,listeners
invoice.sent,0,7,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/commerce.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/flow/activity-event.listener.ts apps/server/src/modules/flow/automation-executor.service.ts apps/server/src/modules/flow/flow.listener.ts apps/server/src/modules/webhooks/webhook-dispatcher.service.ts
invoice.updated,1,1,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/calendar/listeners/commerce.listener.ts
invoice.void,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/calendar/listeners/commerce.listener.ts
journey.started,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/journey-orchestrator.service.ts,
key_action.blocked,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/action-audit.service.ts,
key_action.executed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/action-audit.service.ts,
key_action.failed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/action-audit.service.ts,
key_inbox.action_confirmed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-inbox/key-inbox.controller.ts,
key_inbox.action_executed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-inbox/key-inbox.controller.ts,
key_inbox.actions_suggested,2,1,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key_inbox.brief_generated,2,1,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key_inbox.genome_signal_detected,2,2,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/key-cortex/organs/key-inbox-adapter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key_inbox.intelligence_generated,2,1,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key_inbox.message_analyzed,2,1,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key_inbox.message_received,2,3,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/key-cortex/organs/key-inbox-adapter.service.ts apps/server/src/modules/key-cortex/organs/temporal-flow-adapter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key_inbox.opportunity_detected,2,2,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/key-cortex/organs/temporal-flow-adapter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key_inbox.reply_drafted,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-inbox/key-inbox-reply-sender.service.ts,
key_inbox.reply_failed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-inbox/key-inbox-reply-sender.service.ts,
key_inbox.reply_sent,1,1,OK,,apps/server/src/modules/key-inbox/key-inbox-reply-sender.service.ts,apps/server/src/modules/key-cortex/organs/key-inbox-adapter.service.ts
key_inbox.risk_detected,2,2,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/key-cortex/organs/temporal-flow-adapter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key_inbox.trend_detected,2,1,OK,,apps/server/src/modules/key-inbox/key-inbox-temporal-emitter.service.ts apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts,apps/server/src/modules/temporal-flow/temporal-flow-key-inbox.listener.ts
key.action.approved,1,1,OK,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,apps/server/src/modules/ai/plan-executor.service.ts
key.action.blocked_by_autonomy,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,
key.action.blocked_by_genome,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,
key.action.cancelled,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,
key.action.create_task,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/key-action-executor.service.ts,
key.action.executed,1,1,OK,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.action.executing,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,
key.action.failed,1,1,OK,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.action.genome_risk_confirmed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,
key.action.proposed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,
key.action.rejected,1,1,OK,,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,apps/server/src/modules/ai/plan-executor.service.ts
key.alert,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.approval.requested,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.approval.resolved,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.chat.completed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex.gateway.ts,
key.cortex.approval.required,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex-executor.service.ts,
key.cortex.batch.completed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex-executor.service.ts,
key.cortex.batch.started,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex-executor.service.ts,
key.cortex.execution.completed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex-executor.service.ts,
key.cortex.execution.rollback,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex-executor.service.ts,
key.cortex.execution.started,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex-executor.service.ts,
key.genome.signal_merged,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/business-genome/key-genome/genome-signal.service.ts,
key.health.update,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.insight.generated,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.reasoning.chunk,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.stats.requested,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
key.suggestion,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/key-cortex-realtime.service.ts
lead_form.created,1,1,OK,,apps/server/src/modules/lead-forms/lead-forms.service.ts,apps/server/src/modules/ai/ai.listener.ts
lead_form.submitted,2,4,OK,,apps/server/src/core/connectors/implementations/form-platform.base.ts apps/server/src/modules/lead-forms/lead-forms.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/flow/cross-module-agent.service.ts apps/server/src/modules/growth-intelligence/journey-listener.service.ts apps/server/src/modules/key-cortex/organs/storelink-adapter.service.ts
lead.created,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/__tests__/key-cortex-event-bus.service.spec.ts,
manager.alert_detected,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/capacity-insight.service.ts,
manager.chase_notice,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/chaser.service.ts,
manager.overload_detected,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/capacity-insight.service.ts,
manager.task_rebalanced,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/task-rebalancer.service.ts,
memory.stored,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/semantic-memory.service.ts,
message.intake.received,3,1,OK,,apps/server/src/modules/ai/connector-intelligence.service.ts apps/server/src/modules/communications/inbound-communications.service.ts apps/server/src/modules/whatsapp/whatsapp.service.ts,apps/server/src/modules/communications/message-intake.listener.ts
message.received,5,3,OK,,apps/server/src/core/connectors/implementations/gmail.connector.ts apps/server/src/core/connectors/implementations/social-platform.base.ts apps/server/src/core/connectors/implementations/whatsapp.connector.ts apps/server/src/modules/communications/inbound-communications.service.ts apps/server/src/modules/whatsapp/whatsapp.service.ts,apps/server/src/modules/crm/conversation-ai.service.ts apps/server/src/modules/crm/crm-sequence-scheduler.service.ts apps/server/src/modules/growth-intelligence/journey-listener.service.ts
message.sent,3,0,EMITTED_NO_LISTENER,,apps/server/src/core/connectors/implementations/gmail.connector.ts apps/server/src/core/connectors/implementations/whatsapp.connector.ts apps/server/src/modules/ai/ai-message-sender.service.ts,
notification.send,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex-flow-studio.service.ts,
pattern.detected,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/pattern-detector.service.ts,
payment.failed,3,3,OK,,apps/server/src/core/connectors/implementations/paypal.connector.ts apps/server/src/core/connectors/implementations/stripe.connector.ts apps/server/src/core/connectors/implementations/wipay.connector.ts,apps/server/src/modules/commerce/revenue-action.service.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/flow/flow.listener.ts
payment.received,6,4,OK,,apps/server/src/core/connectors/implementations/paypal.connector.ts apps/server/src/core/connectors/implementations/quickbooks.connector.ts apps/server/src/core/connectors/implementations/stripe.connector.ts apps/server/src/core/connectors/implementations/wipay.connector.ts apps/server/src/core/connectors/implementations/xero.connector.ts apps/server/src/modules/key-cortex/opportunity-signal-reachability.spec.ts,apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/flow/flow.listener.ts apps/server/src/modules/growth-intelligence/journey-listener.service.ts apps/server/src/modules/notifications/notifications-revenue.listener.ts
plan.approved,4,1,OK,,apps/server/src/modules/ai/agent-trigger.service.ts apps/server/src/modules/ai/ai.controller.ts apps/server/src/modules/ai/journey-orchestrator.service.ts apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/plan-executor.service.ts
plan.executed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/plan-executor.service.ts,
plan.replan_required,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/feedback-loop.service.ts,
plan.stalled,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/agent-health.service.ts,
post.published,2,5,OK,,apps/server/src/modules/social/social.service.ts apps/server/test/ai.listener.test.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/marketing.listener.ts apps/server/src/modules/flow/automation-executor.service.ts apps/server/src/modules/gamification/gamification.listener.ts apps/server/src/modules/webhooks/webhook-dispatcher.service.ts
preorder.delayed,1,2,OK,,apps/server/src/modules/marketplace/marketplace.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/marketplace/commerce-integration.service.ts
product.created,1,3,OK,,apps/server/src/modules/catalog/catalog.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/flow/cross-module-agent.service.ts apps/server/src/modules/gamification/gamification.listener.ts
product.deactivated,1,1,OK,,apps/server/src/modules/catalog/catalog.service.ts,apps/server/src/modules/ai/ai.listener.ts
product.updated,1,2,OK,,apps/server/src/modules/catalog/catalog.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/flow/cross-module-agent.service.ts
project_plan.materialized,1,1,OK,,apps/server/src/modules/projects/project-plan-executor.service.ts,apps/server/src/modules/projects/project-plan.listener.ts
project_task.completed,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
project_task.created,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
project_task.deleted,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
project_task.rescheduled,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
project_task.updated,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
project.completed,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
project.created,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
project.deleted,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
project.status_advanced,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/projects/project-revenue.listener.ts,
project.updated,1,1,OK,,apps/server/src/modules/projects/projects.service.ts,apps/server/src/modules/calendar/listeners/projects.listener.ts
purchaseOrder.received,1,2,OK,,apps/server/src/modules/marketplace/fulfillment-routing.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/marketplace/commerce-integration.service.ts
quote.accepted,1,4,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/commerce/quote-notifications.listener.ts apps/server/src/modules/commerce/revenue-action.service.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/flow/activity-event.listener.ts
quote.converted,1,6,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/commerce.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/flow/activity-event.listener.ts apps/server/src/modules/flow/cross-module-agent.service.ts apps/server/src/modules/growth-intelligence/journey-listener.service.ts
quote.created,2,5,OK,,apps/server/src/modules/commerce/commerce.service.ts apps/server/test/ai.listener.test.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/commerce.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/flow/activity-event.listener.ts apps/server/src/modules/growth-intelligence/journey-listener.service.ts
quote.deleted,1,1,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/calendar/listeners/commerce.listener.ts
quote.expiry_changed,1,1,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/calendar/listeners/commerce.listener.ts
quote.rejected,1,3,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/commerce/quote-notifications.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/flow/activity-event.listener.ts
quote.sent,1,9,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/commerce.listener.ts apps/server/src/modules/commerce/revenue-action.service.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/flow/activity-event.listener.ts apps/server/src/modules/flow/cross-module-agent.service.ts apps/server/src/modules/flow/flow.listener.ts apps/server/src/modules/growth-intelligence/journey-listener.service.ts apps/server/src/modules/notifications/notifications-revenue.listener.ts
quote.stale,1,3,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/commerce/quote-stale.listener.ts apps/server/src/modules/commerce/revenue-action.service.ts apps/server/src/modules/crm/revenue-event.listener.ts
quote.updated,1,1,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/calendar/listeners/commerce.listener.ts
quote.viewed,1,2,OK,,apps/server/src/modules/commerce/commerce.service.ts,apps/server/src/modules/commerce/quote-notifications.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts
recurring_invoice.cancelled,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/commerce/recurring-invoice.service.ts,
recurring_invoice.created,1,2,OK,,apps/server/src/modules/commerce/recurring-invoice.service.ts,apps/server/src/modules/calendar/listeners/commerce.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts
recurring_invoice.deleted,0,2,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/calendar/listeners/commerce.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts
recurring_invoice.due,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/commerce/recurring-invoice.service.ts,
recurring_invoice.failed,1,1,OK,,apps/server/src/modules/commerce/recurring-invoice.service.ts,apps/server/src/modules/crm/revenue-event.listener.ts
recurring_invoice.generated,1,2,OK,,apps/server/src/modules/commerce/recurring-invoice.service.ts,apps/server/src/modules/calendar/listeners/commerce.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts
recurring_invoice.paused,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/commerce/recurring-invoice.service.ts,
recurring_invoice.resumed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/commerce/recurring-invoice.service.ts,
recurring_invoice.updated,1,2,OK,,apps/server/src/modules/commerce/recurring-invoice.service.ts,apps/server/src/modules/calendar/listeners/commerce.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts
relationship_health.changed,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/crm/contact-insight.listener.ts
revenue_action.completed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/commerce/revenue-action.service.ts,
revenue_action.created,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/commerce/revenue-action.service.ts,
role.action_executed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/ai/role-engine.service.ts,
seo.content_brief_created,1,1,OK,,apps/server/src/modules/seo/seo-content.service.ts,apps/server/src/modules/seo/seo.listener.ts
seo.issue_detected,1,1,OK,,apps/server/src/modules/seo/seo.service.ts,apps/server/src/modules/seo/seo.listener.ts
seo.ranking_drop,1,1,OK,,apps/server/src/modules/seo/seo.service.ts,apps/server/src/modules/seo/seo.listener.ts
seo.sync_completed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/seo/seo.service.ts,
sequence.step_due,1,3,OK,,apps/server/src/modules/crm/crm-sequence-scheduler.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/crm/contact-insight.listener.ts apps/server/src/modules/flow/flow.listener.ts
sequence.step_failed,1,2,OK,,apps/server/src/modules/crm/crm-sequence-scheduler.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/flow/flow.listener.ts
shopify.customers_synced,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/shopify/shopify.service.ts,
shopify.orders_synced,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/shopify/shopify.service.ts,
shopify.products_synced,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/shopify/shopify.service.ts,
social_post.created,1,1,OK,,apps/server/src/modules/social/social.service.ts,apps/server/src/modules/calendar/listeners/marketing.listener.ts
social_post.deleted,1,1,OK,,apps/server/src/modules/social/social.service.ts,apps/server/src/modules/calendar/listeners/marketing.listener.ts
social_post.published,2,0,EMITTED_NO_LISTENER,,apps/server/src/core/connectors/implementations/meta-social.connector.ts apps/server/src/core/connectors/implementations/social-platform.base.ts,
social_post.scheduled,1,1,OK,,apps/server/src/modules/social/social.service.ts,apps/server/src/modules/calendar/listeners/marketing.listener.ts
social_post.updated,1,1,OK,,apps/server/src/modules/social/social.service.ts,apps/server/src/modules/calendar/listeners/marketing.listener.ts
social.engagement_received,3,1,OK,,apps/server/src/core/connectors/implementations/meta-social.connector.ts apps/server/src/core/connectors/implementations/social-platform.base.ts apps/server/src/modules/ai/connector-intelligence.service.ts,apps/server/src/modules/growth-intelligence/journey-listener.service.ts
social.scheduled.dispatched,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/social/social-scheduler.service.ts,
something.unlisted,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/opportunity-signal-reachability.spec.ts,
store_order.cancelled,1,4,OK,,apps/server/src/modules/marketplace/marketplace.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/orders.listener.ts apps/server/src/modules/marketplace/commerce-integration.service.ts apps/server/src/modules/webhooks/webhook-dispatcher.service.ts
store_order.created,2,4,OK,,apps/server/src/modules/marketplace/marketplace.service.ts apps/server/src/modules/site/store-order.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/orders.listener.ts apps/server/src/modules/marketplace/commerce-integration.service.ts apps/server/src/modules/webhooks/webhook-dispatcher.service.ts
store_order.delivered,1,4,OK,,apps/server/src/modules/marketplace/marketplace.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/orders.listener.ts apps/server/src/modules/marketplace/commerce-integration.service.ts apps/server/src/modules/webhooks/webhook-dispatcher.service.ts
store_order.fulfillment_routed,1,1,OK,,apps/server/src/modules/marketplace/store-order-routing.listener.ts,apps/server/src/modules/crm/revenue-event.listener.ts
store_order.paid,2,7,OK,,apps/server/src/modules/marketplace/marketplace.service.ts apps/server/src/modules/site/store-order.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/orders.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/growth-intelligence/journey-listener.service.ts apps/server/src/modules/marketplace/commerce-integration.service.ts apps/server/src/modules/marketplace/store-order-routing.listener.ts apps/server/src/modules/webhooks/webhook-dispatcher.service.ts
store_order.refunded,2,4,OK,,apps/server/src/modules/marketplace/marketplace.service.ts apps/server/src/modules/site/store-order.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/orders.listener.ts apps/server/src/modules/crm/revenue-event.listener.ts apps/server/src/modules/marketplace/commerce-integration.service.ts
store_order.routing_failed,1,2,OK,,apps/server/src/modules/marketplace/store-order-routing.listener.ts,apps/server/src/modules/commerce/revenue-action.service.ts apps/server/src/modules/crm/revenue-event.listener.ts
store_order.shipped,1,4,OK,,apps/server/src/modules/marketplace/marketplace.service.ts,apps/server/src/modules/ai/ai.listener.ts apps/server/src/modules/calendar/listeners/orders.listener.ts apps/server/src/modules/marketplace/commerce-integration.service.ts apps/server/src/modules/webhooks/webhook-dispatcher.service.ts
storefront.order_created,0,1,LISTENED_NEVER_EMITTED,,,apps/server/src/modules/key-cortex/organs/storelink-adapter.service.ts
supportTicket.created,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/helpdesk/helpdesk.service.ts,
task.assigned,1,1,OK,,apps/server/src/modules/task-assignments/task-assignment.service.ts,apps/server/src/modules/event-stream/event-stream.service.ts
task.transferred,1,1,OK,,apps/server/src/modules/task-assignments/task-assignment.service.ts,apps/server/src/modules/event-stream/event-stream.service.ts
task.unassigned,1,1,OK,,apps/server/src/modules/task-assignments/task-assignment.service.ts,apps/server/src/modules/event-stream/event-stream.service.ts
tool.executed,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/key-cortex/key-cortex-tool-registry.service.ts,
whatsapp.lead.detected,1,0,EMITTED_NO_LISTENER,,apps/server/src/modules/temporal-flow/temporal-flow.service.spec.ts,
