caller_file,requested_path,normalized_path,external,server_route_exists,server_route_mounted,matched_controller,loose_match,path_fragment,status
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/drive/businesses/:param/inventory-sheet/create,/drive/businesses/:param/inventory-sheet/create,FALSE,TRUE,TRUE,GoogleDriveController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/drive/businesses/:param/inventory-sheet/link,/drive/businesses/:param/inventory-sheet/link,FALSE,TRUE,TRUE,GoogleDriveController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/drive/businesses/:param/inventory-sheet/unlink,/drive/businesses/:param/inventory-sheet/unlink,FALSE,TRUE,TRUE,GoogleDriveController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/drive/businesses/:param/inventory-sheet/push,/drive/businesses/:param/inventory-sheet/push,FALSE,TRUE,TRUE,GoogleDriveController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/drive/businesses/:param/inventory-sheet/pull,/drive/businesses/:param/inventory-sheet/pull,FALSE,TRUE,TRUE,GoogleDriveController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/drive/businesses/:param/inventory-sheet/apply,/drive/businesses/:param/inventory-sheet/apply,FALSE,TRUE,TRUE,GoogleDriveController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/drive/businesses/:param/inventory-sheet/diff,/drive/businesses/:param/inventory-sheet/diff,FALSE,TRUE,TRUE,GoogleDriveController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/marketplace/businesses/:param/inventory/export-excel,/marketplace/businesses/:param/inventory/export-excel,FALSE,TRUE,TRUE,MarketplaceController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/marketplace/businesses/:param/inventory/template-excel,/marketplace/businesses/:param/inventory/template-excel,FALSE,TRUE,TRUE,MarketplaceController,,,OK
apps/web/src/app/app/key-connect/components/sheets/sheets-manage-drawer.tsx,/marketplace/businesses/:param/inventory/import-excel,/marketplace/businesses/:param/inventory/import-excel,FALSE,TRUE,TRUE,MarketplaceController,,,OK
apps/web/src/app/app/key-connect/components/whatsapp/whatsapp-manage-drawer.tsx,/whatsapp/businesses/:param/status,/whatsapp/businesses/:param/status,FALSE,TRUE,TRUE,WhatsAppController,,,OK
apps/web/src/app/app/key-connect/components/whatsapp/whatsapp-manage-drawer.tsx,/whatsapp/businesses/:param/conversations,/whatsapp/businesses/:param/conversations,FALSE,TRUE,TRUE,WhatsAppController,,,OK
apps/web/src/app/app/key-connect/components/whatsapp/whatsapp-manage-drawer.tsx,/whatsapp/businesses/:param/templates,/whatsapp/businesses/:param/templates,FALSE,TRUE,TRUE,WhatsAppController,,,OK
apps/web/src/app/app/key-connect/components/whatsapp/whatsapp-manage-drawer.tsx,/whatsapp/businesses/:param/conversations/:param,/whatsapp/businesses/:param/conversations/:param,FALSE,TRUE,TRUE,WhatsAppController,,,OK
apps/web/src/app/app/key-connect/components/whatsapp/whatsapp-manage-drawer.tsx,/crm/businesses/:param/contacts,/crm/businesses/:param/contacts,FALSE,TRUE,TRUE,CrmController,,,OK
apps/web/src/app/app/key-connect/components/whatsapp/whatsapp-manage-drawer.tsx,/whatsapp/businesses/:param/messages,/whatsapp/businesses/:param/messages,FALSE,TRUE,TRUE,WhatsAppController,,,OK
